Age,Financial Status,Has a Laptop,Type of Internet Connection,CC100,CC101,CC102,CS111/IT112,English Prof,Reading Compre,Science Process,Quantitative,Abstract,CET OAPR,SHS/HS GPA,ABM/BAM,GAS,HUMSS,STEM,Sports Track,TVL-HE,TVL-ICT,Female,Male,Prefer not to say,2018,2019,2020,2021,label
21,1,2,2,1,7,5,4,52.9,66.85,44.12,94.54,79.78,71.42,87.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
21,4,2,2,6,6,7,7,84.91,94.82,72.66,24.91,83.75,84.19,88.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,2,2,2,9,7,8,10,66.01,66.85,18.75,53.82,83.75,63.6,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
23,0,2,2,7,1,0,7,76.83,77.12,72.66,70.61,72.9,76.98,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
22,0,0,0,2,7,4,6,47.0,87.4,59.25,63.45,72.9,65.83,89.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,0,0,1,7,1,8,9,70.75,92.88,72.66,34.54,53.29,74.25,85.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20,2,0,1,9,7,5,8,68.5,48.49,80.93,53.82,91.68,74.25,95.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
21,0,2,2,3,5,0,5,80.58,35.7,80.93,44.18,33.69,69.19,81.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,1,1,1,7,0,3,83.47,90.94,76.79,34.54,4.24,74.25,87.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,0,1,9,7,7,5,72.78,98.7,59.25,53.82,72.9,79.72,91.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20,0,2,2,9,7,6,5,96.08,99.7,91.97,24.91,87.72,94.48,92.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
20,2,2,2,9,7,5,5,94.81,96.76,66.81,75.28,79.78,92.51,89.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
21,2,2,2,7,7,8,6,90.77,94.82,66.81,70.61,97.87,91.56,87.945,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20,2,0,1,9,7,9,9,68.5,90.94,59.25,44.18,83.75,75.16,86.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
23,3,2,2,4,7,8,10,97.83,98.7,97.72,92.22,79.78,97.8,89.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
22,1,1,2,1,7,8,4,41.05,66.85,36.55,63.45,72.9,54.31,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,2,1,2,7,7,1,5,89.71,99.7,76.79,53.82,43.49,88.22,84.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
21,0,2,2,9,7,6,4,94.11,61.11,29.96,63.45,63.1,81.43,91.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,2,0,1,0,7,7,2,98.65,82.26,93.41,75.28,95.65,96.72,92.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,0,1,9,8,5,6,76.83,30.03,29.96,75.28,87.72,69.19,91.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
22,2,1,1,1,7,8,8,70.75,54.75,85.06,44.18,26.06,66.95,86.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20,2,1,2,5,7,6,4,74.8,82.26,80.93,70.61,91.68,83.5,92.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
21,2,2,0,8,6,3,2,89.71,90.94,76.79,44.18,79.78,86.95,85.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,1,1,1,1,7,8,4,61.05,82.26,89.19,84.63,79.78,80.63,87.79,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,2,2,4,7,8,10,63.53,54.75,59.25,53.82,43.49,61.37,91.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,2,2,8,7,7,5,88.66,30.03,66.81,63.45,79.78,77.9,83.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,0,2,1,3,7,5,5,86.35,66.85,85.06,70.61,87.72,86.26,94.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
22,2,2,2,7,1,7,7,7.83,15.12,13.15,34.54,63.1,11.5,89.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21,3,2,1,8,7,6,4,61.05,71.99,72.66,18.16,87.72,68.07,89.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
22,1,0,1,8,7,1,6,63.53,71.99,72.66,89.31,72.9,76.07,87.905,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,0,2,2,8,8,4,3,72.78,82.26,44.12,53.82,63.1,71.42,91.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21,4,2,2,5,7,1,4,49.95,87.4,66.81,53.82,83.75,69.19,92.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
19,2,2,2,7,5,7,4,84.91,48.4,44.12,92.22,79.78,80.63,93.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
24,0,2,2,8,5,8,9,86.35,87.4,93.41,84.63,72.9,90.13,82.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,0,2,1,7,7,5,76.83,77.12,36.55,34.54,79.78,71.42,86.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,2,1,6,7,8,9,90.77,94.82,59.25,53.82,53.29,85.57,93.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
21,2,0,1,1,7,1,2,83.47,90.94,94.84,79.96,63.1,89.17,85.785,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,0,1,7,2,6,8,74.8,77.12,76.79,63.45,72.9,77.9,90.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
20,0,2,2,1,7,6,4,49.95,66.85,76.79,92.22,63.1,71.42,85.18,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,2,2,1,6,7,8,4,76.83,48.4,51.68,92.22,79.78,76.98,87.155,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,2,1,7,6,7,7,47.0,30.03,59.25,44.18,26.06,42.52,89.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
20,3,2,2,4,7,9,6,52.9,77.12,44.12,63.45,83.75,65.83,87.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,4,2,2,9,8,9,7,63.53,90.94,85.06,18.16,79.78,74.25,93.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,1,1,1,7,7,7,82.02,87.4,80.93,84.63,26.06,82.81,91.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20,1,2,1,9,7,8,8,68.5,77.12,72.66,24.91,83.75,72.43,90.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,2,1,9,7,9,9,74.8,54.75,66.81,24.91,91.68,72.43,92.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
23,1,1,2,9,7,9,10,68.5,71.99,66.81,79.96,79.78,76.07,91.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,0,2,2,9,7,8,4,66.01,71.99,36.55,75.28,87.72,72.43,89.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
21,2,2,2,9,9,6,10,98.17,94.82,80.93,44.18,98.81,96.17,94.16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
22,1,0,1,9,7,9,9,82.02,48.4,44.12,18.16,72.9,66.95,90.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
23,1,0,1,7,1,7,8,80.58,87.4,51.68,44.18,87.72,79.72,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,2,2,5,7,5,6,66.01,87.4,89.19,70.61,43.49,76.98,89.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20,3,0,2,1,4,4,7,86.35,98.79,94.84,76.28,87.72,93.22,89.76,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20,2,0,2,7,2,7,9,87.6,90.94,80.93,18.16,79.78,84.19,92.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
23,4,2,1,7,7,6,7,99.32,94.82,80.93,75.28,97.87,97.46,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,3,0,2,7,7,6,10,87.6,98.7,91.97,75.28,83.75,92.51,94.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20,2,1,2,9,7,9,8,78.85,90.94,89.19,34.54,72.9,82.12,87.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
20,3,2,1,8,7,8,7,84.91,94.82,91.97,94.54,63.1,92.03,88.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,1,1,2,6,7,7,5,52.9,77.12,59.25,53.82,63.1,63.6,86.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
20,1,1,1,7,3,7,8,52.9,77.12,91.97,70.61,53.29,72.43,92.25,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
22,2,0,1,7,7,7,7,93.41,94.82,72.66,75.28,63.1,90.6,87.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
22,1,0,1,9,8,8,6,78.85,54.75,36.55,63.45,87.72,73.34,90.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
21,2,2,2,6,7,9,9,76.83,66.85,72.66,89.31,72.9,80.63,93.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,2,2,2,7,3,3,8,89.71,71.99,44.12,63.45,53.29,79.72,87.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
22,4,0,1,8,3,9,9,83.47,92.88,85.06,53.82,83.75,86.95,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,2,2,9,8,3,6,70.75,90.94,51.68,53.82,43.49,71.42,86.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
21,0,2,1,8,7,8,7,63.53,82.26,72.66,24.91,79.78,70.3,88.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,2,0,1,9,7,7,7,58.56,77.12,59.25,75.28,87.72,73.34,90.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,1,1,1,7,2,3,8,68.5,61.11,66.81,70.61,83.75,73.34,89.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,0,1,7,7,6,3,55.84,66.85,59.25,75.28,53.29,64.72,83.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,2,2,2,8,7,8,9,87.6,82.26,72.66,79.96,87.72,88.22,83.78,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,1,2,2,9,9,6,10,44.05,77.12,59.25,24.91,83.75,60.09,88.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20,0,2,2,9,8,8,9,78.85,90.94,80.93,24.91,72.9,79.72,89.26,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20,1,2,1,8,5,3,6,86.35,54.75,66.81,24.91,87.72,77.9,87.65,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
22,0,2,2,0,7,5,5,70.75,54.75,85.06,44.18,26.06,66.95,91.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,1,0,1,7,2,6,6,47.0,77.12,93.41,70.61,72.9,73.34,90.565,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
24,3,2,2,1,7,1,3,80.58,71.99,89.19,0.08,63.1,68.07,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,2,1,0,7,1,3,61.05,54.75,36.55,44.18,95.65,64.72,88.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
21,3,2,2,9,7,9,11,63.53,77.12,85.06,34.54,43.49,69.19,89.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,0,1,2,1,7,3,2,68.5,61.11,76.79,53.82,72.9,71.42,86.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20,1,1,1,0,7,4,2,66.01,61.11,80.93,53.82,20.6,64.72,86.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20,0,2,2,7,7,9,9,66.01,61.11,24.36,63.45,33.69,57.2,89.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
21,1,2,1,7,7,4,2,41.05,77.12,93.41,84.63,33.69,70.3,87.44,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,2,2,2,6,7,8,6,86.35,66.85,51.68,75.28,72.9,80.63,88.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
22,2,2,1,6,7,8,8,61.05,77.12,76.79,97.62,83.75,83.5,91.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,2,2,4,6,4,3,72.78,54.75,59.25,24.91,33.69,61.37,85.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20,2,2,1,5,7,8,6,86.35,35.7,18.75,70.61,53.29,68.07,89.665,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
20,1,0,1,2,4,1,2,76.83,48.4,89.19,70.61,87.72,80.63,86.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
22,1,1,1,7,7,7,7,31.88,35.7,59.25,75.28,63.1,48.54,89.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,1,1,2,7,4,7,9,72.78,92.88,76.79,75.28,53.29,80.63,93.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,2,0,1,4,7,8,7,61.05,71.99,59.25,53.82,95.65,72.43,91.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
22,0,1,1,2,7,7,7,66.01,30.03,44.12,92.22,72.9,66.95,84.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
21,0,2,2,8,9,9,8,96.08,66.85,76.79,89.31,79.78,92.03,91.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
22,2,2,2,7,2,7,8,25.99,77.12,36.55,14.31,91.68,47.09,89.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
22,0,0,1,9,7,8,8,76.83,54.75,51.68,44.18,79.78,70.3,80.63,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21,0,2,2,9,8,6,2,61.05,90.94,51.68,63.45,72.9,71.42,88.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
21,2,2,2,9,7,8,7,68.5,48.4,44.12,53.82,79.78,64.72,89.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
22,1,1,1,9,8,8,7,78.85,48.4,76.69,24.91,87.72,74.25,91.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
19,2,0,1,7,6,2,4,66.01,71.99,51.68,75.28,53.29,69.19,86.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,1,2,2,6,7,8,7,80.58,90.94,72.66,89.31,91.68,88.22,86.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,1,0,1,8,6,5,9,55.84,66.85,72.66,93.38,72.9,74.25,95.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,1,2,1,3,4,5,5,28.82,30.03,44.12,44.18,63.1,36.36,89.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
21,0,2,1,7,3,6,6,83.47,87.4,72.66,70.61,83.75,84.88,92.28,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,2,2,1,8,8,5,8,66.01,90.94,89.19,10.45,33.69,69.19,85.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
19,2,2,1,5,2,8,7,84.91,77.12,91.97,95.71,79.78,91.08,89.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,0,0,2,8,7,4,7,66.01,87.4,51.68,53.82,53.29,69.19,91.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,2,2,0,1,5,2,86.35,87.4,44.12,70.61,87.72,84.19,84.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
28,0,0,1,5,6,6,7,80.58,82.26,59.25,63.45,53.29,76.98,89.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
19,1,2,2,5,4,8,8,99.64,90.94,94.84,98.63,97.87,99.42,82.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
20,2,2,2,4,3,7,6,83.47,92.88,94.84,79.96,87.72,91.56,90.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,1,0,1,7,7,1,5,80.58,90.94,89.19,84.63,79.78,88.22,88.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
22,1,0,2,7,8,5,5,91.83,90.94,76.79,18.16,53.29,84.19,85.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,3,2,1,7,7,3,7,98.41,96.76,80.93,95.71,79.78,97.27,94.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
22,1,0,1,3,1,3,4,82.02,90.94,89.19,75.28,83.75,88.22,81.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
19,3,2,2,7,8,7,6,84.91,87.4,96.28,79.96,72.9,90.13,93.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,2,1,1,4,2,6,5,70.75,66.85,36.55,84.63,53.29,70.3,89.23,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,0,0,2,6,7,2,6,41.05,54.75,91.97,92.22,43.49,68.07,90.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
19,3,2,2,8,7,4,6,63.53,66.85,59.25,34.54,91.68,69.19,84.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,1,2,2,8,8,5,8,72.78,48.4,66.81,53.82,63.1,68.07,91.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
19,2,2,2,0,8,6,4,82.02,82.26,93.41,75.28,72.9,86.95,93.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,3,0,0,8,5,6,6,87.6,90.94,76.79,95.71,63.1,90.6,83.72,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,5,2,2,6,4,8,8,94.11,92.88,85.06,75.28,63.1,92.03,94.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
21,0,0,1,5,2,4,3,82.02,71.99,76.79,63.45,72.9,80.63,84.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,0,2,2,7,3,10,7,76.83,87.4,59.25,79.96,95.65,84.19,93.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
23,1,1,2,8,9,7,6,58.56,48.4,80.93,70.61,79.78,69.19,94.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,3,2,1,5,2,10,6,99.14,98.7,91.97,63.45,99.28,98.18,86.89,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,3,0,2,7,6,10,8,94.81,94.82,89.19,96.87,79.78,96.17,88.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,1,1,0,3,2,3,6,78.85,71.99,72.66,84.63,83.75,82.81,89.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
19,0,2,1,7,4,8,5,52.9,71.99,59.25,53.82,98.34,71.42,92.7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,2,1,6,2,8,6,58.56,66.85,66.81,84.63,87.72,74.25,84.34,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
22,1,0,2,5,2,7,5,90.77,77.12,72.66,75.28,15.15,82.12,94.06,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,0,1,1,7,3,8,8,68.5,82.26,36.55,70.61,72.9,71.42,93.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
19,1,0,2,5,5,1,3,68.5,71.99,18.75,63.45,72.9,64.72,87.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
19,3,2,2,7,4,7,8,34.94,71.99,80.93,53.82,83.75,63.6,89.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
19,3,2,2,7,2,8,7,66.01,48.4,89.19,92.22,43.49,75.16,82.42,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
20,3,1,2,5,2,5,5,84.91,82.26,44.12,53.82,72.9,78.81,89.21,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
19,2,2,2,5,3,4,5,89.71,96.76,29.96,63.45,87.72,86.95,93.14,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,2,2,2,6,3,8,6,84.91,82.26,76.79,84.63,98.34,90.13,86.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,0,2,2,6,2,8,7,58.56,71.99,59.25,10.45,63.1,57.2,90.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,1,0,1,0,5,1,1,72.78,54.75,51.68,34.54,83.75,68.07,83.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,0,2,2,8,2,8,8,98.41,98.7,93.41,99.34,87.72,99.17,92.69,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
21,2,2,1,3,2,8,5,94.11,90.94,59.25,75.28,72.9,89.65,91.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,0,0,2,7,3,6,7,70.75,77.12,66.81,70.61,43.49,72.43,90.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
21,1,2,1,6,6,3,4,86.35,66.85,85.06,14.31,72.9,78.81,90.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
22,1,0,2,6,4,5,5,78.85,77.12,94.84,44.18,79.78,83.5,81.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
20,1,0,2,6,4,2,4,83.47,25.06,24.36,89.31,63.1,70.3,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,2,2,1,6,4,7,6,76.83,77.12,94.84,44.18,91.68,84.88,91.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
21,0,2,2,5,6,7,5,84.91,48.4,36.55,14.31,33.69,62.48,77.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,0,2,1,6,6,7,6,68.5,77.12,97.72,44.18,91.68,83.5,87.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
22,0,2,1,8,8,6,7,78.85,90.94,80.93,63.45,91.68,85.57,92.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
20,0,0,1,0,5,3,4,49.95,82.26,59.25,44.18,83.75,65.83,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,1,2,1,9,8,8,8,74.8,82.26,36.55,89.31,72.9,77.9,89.33,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
20,1,0,1,6,8,6,6,68.5,54.75,72.66,70.61,83.75,73.34,84.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,1,1,2,8,8,6,6,82.02,71.99,29.96,44.18,79.78,73.34,86.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
22,0,0,1,8,6,5,7,78.85,66.85,36.55,70.61,26.06,68.07,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
22,0,0,1,3,5,1,3,52.9,82.26,98.58,34.54,53.29,74.25,84.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,0,0,1,6,6,2,4,74.8,82.26,36.55,14.31,33.69,62.48,87.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
19,3,0,1,7,7,4,5,78.85,54.75,66.81,24.91,53.29,68.07,84.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
19,2,2,2,6,7,8,6,96.52,96.76,80.93,70.61,91.68,95.1,90.56,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
22,1,2,2,4,1,1,7,80.58,77.12,59.25,24.91,43.49,71.42,87.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
19,1,2,2,6,2,4,3,68.5,77.12,72.66,70.61,63.1,74.25,86.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
20,0,0,1,3,2,5,6,83.47,87.4,59.25,63.45,63.1,80.63,88.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
19,4,2,1,8,5,7,5,98.41,99.7,99.14,98.97,63.1,99.23,92.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
20,0,1,1,6,6,6,9,83.47,77.12,72.66,63.45,91.68,84.19,94.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,3,2,2,7,3,8,8,86.35,82.26,85.06,79.96,87.72,89.17,85.18,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,2,2,1,7,3,7,7,91.83,92.88,89.19,75.28,87.72,92.9,93.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,0,2,2,6,4,7,5,86.35,90.94,80.93,75.28,83.75,88.7,90.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,1,1,2,7,2,8,6,74.8,82.26,80.93,63.45,20.6,74.25,87.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,3,2,2,8,4,6,9,78.85,66.85,80.93,75.28,53.29,78.81,88.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
18,1,2,1,7,3,8,6,72.78,94.82,76.79,34.54,72.9,78.81,89.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
20,0,2,2,6,3,6,6,66.01,82.26,76.79,70.61,63.1,75.16,87.97,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,3,2,2,6,3,7,5,83.47,92.88,29.96,44.18,33.69,74.25,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,0,2,2,6,5,6,5,72.78,77.12,59.25,63.45,43.49,71.42,92.36,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,2,2,2,6,6,6,6,88.66,66.85,80.93,70.61,26.06,81.43,87.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,0,2,2,6,6,7,7,98.41,92.88,94.84,79.96,95.65,97.46,94.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,1,2,2,8,5,5,4,76.83,82.26,76.79,70.61,63.1,79.72,94.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,0,2,2,5,3,7,4,83.47,61.11,51.68,63.45,63.1,75.16,89.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,1,1,1,6,4,9,7,74.8,48.4,76.79,89.31,53.29,76.07,92.55,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
21,0,2,2,4,2,7,6,86.35,82.26,89.19,24.91,79.78,84.19,83.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
20,2,2,2,5,5,7,5,55.84,48.4,91.97,18.16,43.49,60.09,92.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,2,1,1,5,7,8,6,80.58,96.76,98.58,95.71,72.9,93.85,89.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,1,1,2,6,6,7,7,84.91,98.7,72.66,93.38,79.78,91.08,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,0,2,2,6,3,7,9,91.83,90.94,89.19,79.96,63.1,91.08,89.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,3,2,2,5,2,6,4,44.05,61.11,51.68,44.18,87.72,58.64,88.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
22,1,0,2,7,3,5,4,83.47,61.11,66.81,75.28,53.29,77.9,87.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,1,0,1,6,6,6,6,68.5,92.88,93.41,84.63,26.06,82.12,87.18,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
